Timestamp,Open,High,Low,Close,Volume,Symbol,hourly_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
2019-08-26 17:00:00+00:00,10324.6,10333.9,10292.7,10300.0,134.4717654,BTC/USD,,10300.0,10300.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-08-26 18:00:00+00:00,10300.0,10305.0,10261.0,10290.9,131.7906259,BTC/USD,-0.0008834951456311302,10293.933333333332,10295.292372122029,0.0,-1.0,-1.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-08-26 19:00:00+00:00,10290.9,10325.1,10290.0,10310.0,78.29489035,BTC/USD,0.0018560087067214237,10303.114285714284,10300.538382305182,1.0,0.0,1.0,0.0019371217510851613,0.0019371217510851613,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2019-08-26 20:00:00+00:00,10311.5,10312.8,10147.5,10262.6,354.9301898,BTC/USD,-0.0045974781765275585,10281.506666666664,10290.046097030818,0.0,-1.0,-1.0,0.0037955066768266014,0.0032996965584279306,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-26 21:00:00+00:00,10265.4,10308.1,10189.7,10274.6,570.0393347,BTC/USD,0.0011692943308714288,10277.94193548387,10286.514506525662,0.0,-1.0,-1.0,0.003282858569510355,0.002937625713027535,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-26 22:00:00+00:00,10274.6,10345.1,10274.6,10303.0,176.1307507,BTC/USD,0.0027640978724232657,10290.66984126984,10289.75917078699,1.0,0.0,1.0,0.0029897577179560848,0.0029606817590276738,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-26 23:00:00+00:00,10303.0,10400.0,10302.9,10364.6,210.1685255,BTC/USD,0.00597884111423852,10327.92598425197,10302.796382274531,1.0,0.0,1.0,0.0035957215523889346,0.0036341438659227574,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 00:00:00+00:00,10364.4,10387.9,10312.3,10340.6,131.6523375,BTC/USD,-0.002315574165910883,10334.287843137256,10308.743969015426,1.0,0.0,1.0,0.004446243495128665,0.0035795165567209237,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-27 01:00:00+00:00,10340.6,10354.5,10292.2,10308.1,52.73372349,BTC/USD,-0.0031429510860104815,10321.168297455968,10308.651050580615,1.0,0.0,1.0,0.0038975941641756005,0.0035770555311697553,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-27 02:00:00+00:00,10308.1,10317.9,10199.9,10228.7,263.6709694,BTC/USD,-0.007702680416371566,10274.888954056696,10297.942885218867,0.0,-1.0,-1.0,0.004812965175765884,0.004383330909711289,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-27 03:00:00+00:00,10228.7,10228.7,10091.2,10177.2,494.2852579,BTC/USD,-0.005034852913859966,10226.020615534931,10282.7862969604,0.0,-1.0,-1.0,0.0034164554535829673,0.004300890405067156,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 04:00:00+00:00,10177.2,10178.0,10143.6,10156.0,52.88622308,BTC/USD,-0.00208308768620058,10191.001758241759,10267.751539766943,0.0,-1.0,-1.0,0.0029191859212180336,0.00400631213284712,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 05:00:00+00:00,10158.4,10252.2,10154.4,10229.6,113.3048731,BTC/USD,0.00724694761717215,10210.303235258212,10263.449456599412,0.0,-1.0,-1.0,0.006852057115038939,0.004806178944918532,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-27 06:00:00+00:00,10226.4,10226.4,10191.8,10200.1,55.90689143,BTC/USD,-0.0028837882224134193,10205.20130623207,10256.618797039328,0.0,-1.0,-1.0,0.005665921165521496,0.004575256612436053,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0
2019-08-27 07:00:00+00:00,10200.1,10216.2,10119.2,10170.0,94.46293055,BTC/USD,-0.0029509514612602317,10187.600115970336,10247.645740904456,0.0,-1.0,-1.0,0.004281296320418835,0.004362639411777354,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 08:00:00+00:00,10170.0,10211.5,10141.5,10186.0,84.72542642,BTC/USD,0.0015732546705997663,10186.800045777065,10241.48533346366,0.0,-1.0,-1.0,0.003636868346856594,0.004205153546718766,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 09:00:00+00:00,10186.0,10189.5,10115.5,10144.0,71.03971329,BTC/USD,-0.004123306499116408,10165.39985961807,10232.054287391684,0.0,-1.0,-1.0,0.003573094018725017,0.004113030019203756,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 10:00:00+00:00,10144.0,10170.7,10087.5,10142.1,189.66218369999999,BTC/USD,-0.00018730283911672085,10153.74988536791,10223.603452965777,0.0,-1.0,-1.0,0.0027842918396764208,0.003912827125408962,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 11:00:00+00:00,10142.1,10161.3,10072.7,10107.0,145.9332781,BTC/USD,-0.0034608217233117466,10130.374898099704,10212.936813179964,0.0,-1.0,-1.0,0.002427231198594818,0.003789487615715285,1.0,0.0,1.0,,,,,0.0,0.0,0.0
2019-08-27 12:00:00+00:00,10107.1,10115.0,10033.0,10114.9,218.0079296,BTC/USD,0.0007816364895616434,10122.637441670839,10204.183170382727,0.0,-1.0,-1.0,0.0025516369152623424,0.0036582888799441883,1.0,0.0,1.0,10230.5,78.81656919041419,10309.316569190414,10151.683430809586,1.0,0.0,1.0
2019-08-27 13:00:00+00:00,10114.9,10202.0,10108.2,10179.1,218.205186,BTC/USD,0.006347072141098753,10150.868734297148,10201.99241335317,0.0,-1.0,-1.0,0.00471137346079195,0.004113577694161362,0.0,-1.0,-1.0,10224.455,77.83580880018464,10302.290808800184,10146.619191199816,0.0,0.0,0.0
2019-08-27 14:00:00+00:00,10179.1,10204.4,10140.8,10160.0,121.1189642,BTC/USD,-0.0018763937872700032,10155.434368237107,10198.398035035463,0.0,-1.0,-1.0,0.0043905078951289945,0.003948422243425517,0.0,-1.0,-1.0,10217.91,77.45715895696239,10295.367158956962,10140.452841043038,0.0,0.0,0.0
2019-08-27 15:00:00+00:00,10159.7,10184.8,10093.7,10177.6,137.12064019999997,BTC/USD,0.0017322834645669971,10166.517185439727,10196.65036569471,0.0,-1.0,-1.0,0.0032010406531958508,0.003828544159194577,1.0,0.0,1.0,10211.29,74.78406036188738,10286.074060361889,10136.505939638113,0.0,0.0,0.0
